No,Nama,Jabatan Lama,Jabatan Baru
1408,*****,Account Representative Kantor Pelayanan Pajak Pratama Kuningan,Account Representative Kantor Pelayanan Pajak Pratama Pekalongan
1409,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Selatan I,Account Representative Kantor Pelayanan Pajak Pratama Pekalongan
1410,*****,Account Representative Kantor Pelayanan Pajak Pratama Barabai,Account Representative Kantor Pelayanan Pajak Pratama Pekalongan
1411,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Pusat,Account Representative Kantor Pelayanan Pajak Pratama Pekalongan
1412,*****,Account Representative Kantor Pelayanan Pajak Pratama Pangkalanbun,Account Representative Kantor Pelayanan Pajak Pratama Semarang Barat
1413,*****,"Pelaksana Direktorat Potensi, Kepatuhan, dan Penerimaan",Account Representative Kantor Pelayanan Pajak Pratama Semarang Barat
1414,*****,Pelaksana Direktorat Intelijen Perpajakan,Account Representative Kantor Pelayanan Pajak Pratama Semarang Barat
1415,*****,Account Representative Kantor Pelayanan Pajak Pratama Dumai,Account Representative Kantor Pelayanan Pajak Pratama Semarang Barat
1416,*****,Pelaksana Direktorat Intelijen Perpajakan,Account Representative Kantor Pelayanan Pajak Pratama Semarang Barat
1417,*****,Account Representative Kantor Pelayanan Pajak Pratama Merauke,Account Representative Kantor Pelayanan Pajak Pratama Semarang Barat
1418,*****,Account Representative Kantor Pelayanan Pajak Pratama Timika,Account Representative Kantor Pelayanan Pajak Pratama Semarang Barat
1419,*****,Account Representative Kantor Pelayanan Pajak Pratama Ambon,Account Representative Kantor Pelayanan Pajak Pratama Semarang Barat
1420,*****,Account Representative Kantor Pelayanan Pajak Pratama Bojonegoro,Account Representative Kantor Pelayanan Pajak Pratama Semarang Timur
1421,*****,Account Representative Kantor Pelayanan Pajak Pratama Pare,Account Representative Kantor Pelayanan Pajak Pratama Semarang Timur
1422,*****,Account Representative Kantor Pelayanan Pajak Pratama Tarakan,Account Representative Kantor Pelayanan Pajak Pratama Semarang Timur
1423,*****,Account Representative Kantor Pelayanan Pajak Pratama Palu,Account Representative Kantor Pelayanan Pajak Pratama Semarang Timur
1424,*****,Account Representative Kantor Pelayanan Pajak Pratama Ngawi,Account Representative Kantor Pelayanan Pajak Pratama Semarang Timur
1425,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Tebet,Account Representative Kantor Pelayanan Pajak Pratama Semarang Timur
1426,*****,Account Representative Kantor Pelayanan Pajak Pratama Sorong,Account Representative Kantor Pelayanan Pajak Pratama Semarang Timur
1427,*****,Account Representative Kantor Pelayanan Pajak Pratama Manokwari,Account Representative Kantor Pelayanan Pajak Pratama Semarang Timur
1428,*****,Account Representative Kantor Pelayanan Pajak Pratama Ambon,Account Representative Kantor Pelayanan Pajak Pratama Semarang Timur
1429,*****,Account Representative Kantor Pelayanan Pajak Pratama Klaten,Account Representative Kantor Pelayanan Pajak Pratama Semarang Selatan
1430,*****,Account Representative Kantor Pelayanan Pajak Pratama Cilacap,Account Representative Kantor Pelayanan Pajak Pratama Semarang Selatan
1431,*****,Pelaksana Direktorat Transformasi Proses Bisnis,Account Representative Kantor Pelayanan Pajak Pratama Semarang Selatan
1432,*****,Account Representative Kantor Pelayanan Pajak Pratama Cirebon Satu,Account Representative Kantor Pelayanan Pajak Pratama Semarang Selatan
1433,*****,Pelaksana Direktorat Peraturan Perpajakan II,Account Representative Kantor Pelayanan Pajak Pratama Semarang Selatan
1434,*****,Pelaksana Direktorat Transformasi Proses Bisnis,Account Representative Kantor Pelayanan Pajak Pratama Semarang Selatan
1435,*****,Account Representative Kantor Pelayanan Pajak Pratama Bandar Lampung Satu,Account Representative Kantor Pelayanan Pajak Pratama Semarang Tengah
1436,*****,Account Representative Kantor Pelayanan Pajak Pratama Mojokerto,Account Representative Kantor Pelayanan Pajak Pratama Semarang Tengah
1437,*****,Pelaksana Direktorat Intelijen Perpajakan,Account Representative Kantor Pelayanan Pajak Pratama Semarang Tengah
1438,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Pesanggrahan,Account Representative Kantor Pelayanan Pajak Pratama Semarang Tengah
1439,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Senen,Account Representative Kantor Pelayanan Pajak Pratama Semarang Tengah
1440,*****,Pelaksana Kantor Pelayanan Pajak Pratama Semarang Timur,Account Representative Kantor Pelayanan Pajak Pratama Semarang Tengah
1441,*****,Pelaksana Bagian Perlengkapan,Account Representative Kantor Pelayanan Pajak Pratama Semarang Tengah
1442,*****,Pelaksana Direktorat Penegakan Hukum,Account Representative Kantor Pelayanan Pajak Pratama Semarang Tengah
1443,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Tamansari,Account Representative Kantor Pelayanan Pajak Pratama Salatiga
1444,*****,Account Representative Kantor Pelayanan Pajak Pratama Tuban,Account Representative Kantor Pelayanan Pajak Pratama Salatiga
1445,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Utara,Account Representative Kantor Pelayanan Pajak Pratama Salatiga
1446,*****,Account Representative Kantor Pelayanan Pajak Pratama Bantaeng,Account Representative Kantor Pelayanan Pajak Pratama Salatiga
1447,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Pasar Rebo,Account Representative Kantor Pelayanan Pajak Pratama Salatiga
1448,*****,Account Representative Kantor Pelayanan Pajak Pratama Natar,Account Representative Kantor Pelayanan Pajak Pratama Salatiga
1449,*****,Account Representative Kantor Pelayanan Pajak Pratama Ambon,Account Representative Kantor Pelayanan Pajak Pratama Salatiga
1450,*****,Account Representative Kantor Pelayanan Pajak Pratama Surakarta,Account Representative Kantor Pelayanan Pajak Pratama Kudus
1451,*****,Account Representative Kantor Pelayanan Pajak Pratama Sukoharjo,Account Representative Kantor Pelayanan Pajak Pratama Kudus
1452,*****,Account Representative Kantor Pelayanan Pajak Pratama Bojonegoro,Account Representative Kantor Pelayanan Pajak Pratama Kudus
1453,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Menteng Satu,Account Representative Kantor Pelayanan Pajak Pratama Kudus
1454,*****,Account Representative Kantor Pelayanan Pajak Pratama Singaraja,Account Representative Kantor Pelayanan Pajak Pratama Kudus
1455,*****,Account Representative Kantor Pelayanan Pajak Pratama Penajam,Account Representative Kantor Pelayanan Pajak Pratama Kudus
1456,*****,Account Representative Kantor Pelayanan Pajak Pratama Timika,Account Representative Kantor Pelayanan Pajak Pratama Kudus
1457,*****,Account Representative Kantor Pelayanan Pajak Pratama Timika,Account Representative Kantor Pelayanan Pajak Pratama Kudus
1458,*****,Account Representative Kantor Pelayanan Pajak Pratama Jayapura,Account Representative Kantor Pelayanan Pajak Pratama Kudus
1459,*****,Account Representative Kantor Pelayanan Pajak Pratama Biak,Account Representative Kantor Pelayanan Pajak Pratama Kudus
1460,*****,Account Representative Kantor Pelayanan Pajak Madya Karawang,Account Representative Kantor Pelayanan Pajak Pratama Pati
1461,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Lama,Account Representative Kantor Pelayanan Pajak Pratama Pati
1462,*****,Account Representative Kantor Pelayanan Pajak Madya Bekasi,Account Representative Kantor Pelayanan Pajak Pratama Pati
1463,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Tamansari,Account Representative Kantor Pelayanan Pajak Pratama Pati
1464,*****,Account Representative Kantor Pelayanan Pajak Pratama Watampone,Account Representative Kantor Pelayanan Pajak Pratama Pati
1465,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Sawah Besar Satu,Account Representative Kantor Pelayanan Pajak Pratama Pati
1466,*****,Account Representative Kantor Pelayanan Pajak Pratama Ambon,Account Representative Kantor Pelayanan Pajak Pratama Pati
1467,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kemayoran,Account Representative Kantor Pelayanan Pajak Pratama Batang
1468,*****,Account Representative Kantor Pelayanan Pajak Pratama Sukabumi,Account Representative Kantor Pelayanan Pajak Pratama Batang
1469,*****,Pelaksana Direktorat Intelijen Perpajakan,Account Representative Kantor Pelayanan Pajak Pratama Batang
1470,*****,Account Representative Kantor Pelayanan Pajak Pratama Lahat,Account Representative Kantor Pelayanan Pajak Pratama Batang
1471,*****,Account Representative Kantor Pelayanan Pajak Pratama Tahuna,Account Representative Kantor Pelayanan Pajak Pratama Batang
1472,*****,Account Representative Kantor Pelayanan Pajak Pratama Praya,Account Representative Kantor Pelayanan Pajak Pratama Batang
1473,*****,Account Representative Kantor Pelayanan Pajak Pratama Jayapura,Account Representative Kantor Pelayanan Pajak Pratama Batang
1474,*****,Account Representative Kantor Pelayanan Pajak Pratama Ciamis,Account Representative Kantor Pelayanan Pajak Pratama Blora
1475,*****,Account Representative Kantor Pelayanan Pajak Pratama Serang Timur,Account Representative Kantor Pelayanan Pajak Pratama Blora
1476,*****,Account Representative Kantor Pelayanan Pajak Pratama Jayapura,Account Representative Kantor Pelayanan Pajak Pratama Blora
1477,*****,Account Representative Kantor Pelayanan Pajak Pratama Ambon,Account Representative Kantor Pelayanan Pajak Pratama Blora
1478,*****,Account Representative Kantor Pelayanan Pajak Pratama Timika,Account Representative Kantor Pelayanan Pajak Pratama Blora
1479,*****,Account Representative Kantor Pelayanan Pajak Pratama Biak,Account Representative Kantor Pelayanan Pajak Pratama Blora
1480,*****,Account Representative Kantor Pelayanan Pajak Pratama Cirebon Dua,Account Representative Kantor Pelayanan Pajak Pratama Demak
1481,*****,Account Representative Kantor Pelayanan Pajak Pratama Depok Cimanggis,Account Representative Kantor Pelayanan Pajak Pratama Demak
1482,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Baru Dua,Account Representative Kantor Pelayanan Pajak Pratama Demak
1483,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Timur,Account Representative Kantor Pelayanan Pajak Pratama Jepara
1484,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Barat,Account Representative Kantor Pelayanan Pajak Pratama Semarang Candisari
1485,*****,Account Representative Kantor Pelayanan Pajak Pratama Ngawi,Account Representative Kantor Pelayanan Pajak Pratama Semarang Candisari
1486,*****,Pelaksana Direktorat Transformasi Proses Bisnis,Account Representative Kantor Pelayanan Pajak Pratama Semarang Candisari
1487,*****,Pelaksana Bagian Mutasi dan Kepangkatan,Account Representative Kantor Pelayanan Pajak Pratama Semarang Candisari
1488,*****,Pelaksana Direktorat Peraturan Perpajakan I,Account Representative Kantor Pelayanan Pajak Pratama Semarang Candisari
1489,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Jagakarsa,Account Representative Kantor Pelayanan Pajak Pratama Semarang Gayamsari
1490,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Gambir Dua,Account Representative Kantor Pelayanan Pajak Pratama Semarang Gayamsari
1491,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Cengkareng,Account Representative Kantor Pelayanan Pajak Pratama Semarang Gayamsari
1492,*****,Account Representative Kantor Pelayanan Pajak Pratama Bojonegoro,Account Representative Kantor Pelayanan Pajak Pratama Semarang Gayamsari
1493,*****,Pelaksana Direktorat Pemeriksaan dan Penagihan,Account Representative Kantor Pelayanan Pajak Pratama Semarang Gayamsari
1494,*****,Account Representative Kantor Pelayanan Pajak Pratama Penajam,Account Representative Kantor Pelayanan Pajak Pratama Semarang Gayamsari
1495,*****,Penelaah Keberatan Kantor Wilayah DJP Jawa Tengah II,Account Representative Kantor Pelayanan Pajak Madya Surakarta
1496,*****,Account Representative Kantor Pelayanan Pajak Madya Bandar Lampung,Account Representative Kantor Pelayanan Pajak Madya Surakarta
1497,*****,Pelaksana Direktorat Peraturan Perpajakan I,Account Representative Kantor Pelayanan Pajak Pratama Purwokerto
1498,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Pusat,Account Representative Kantor Pelayanan Pajak Pratama Purwokerto
1499,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Jatinegara,Account Representative Kantor Pelayanan Pajak Pratama Purwokerto
1500,*****,Account Representative Kantor Pelayanan Pajak Pratama Salatiga,Account Representative Kantor Pelayanan Pajak Pratama Purwokerto
1501,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Barat,Account Representative Kantor Pelayanan Pajak Pratama Cilacap
1502,*****,Account Representative Kantor Pelayanan Pajak Pratama Bandar Lampung Satu,Account Representative Kantor Pelayanan Pajak Pratama Cilacap
1503,*****,Account Representative Kantor Pelayanan Pajak Pratama Bandung Cicadas,Account Representative Kantor Pelayanan Pajak Pratama Cilacap
1504,*****,Account Representative Kantor Pelayanan Pajak Pratama Garut,Account Representative Kantor Pelayanan Pajak Pratama Kebumen
1505,*****,Account Representative Kantor Pelayanan Pajak Pratama Garut,Account Representative Kantor Pelayanan Pajak Pratama Kebumen
1506,*****,Pelaksana Direktorat Pemeriksaan dan Penagihan,Account Representative Kantor Pelayanan Pajak Pratama Kebumen
1507,*****,Pelaksana Kantor Pelayanan Pajak Pratama Makassar Barat,Account Representative Kantor Pelayanan Pajak Pratama Kebumen
1508,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Semarang,Account Representative Kantor Pelayanan Pajak Pratama Magelang
1509,*****,"Pelaksana Direktorat Potensi, Kepatuhan, dan Penerimaan",Account Representative Kantor Pelayanan Pajak Pratama Magelang
1510,*****,Account Representative Kantor Pelayanan Pajak Pratama Ponorogo,Account Representative Kantor Pelayanan Pajak Pratama Klaten
1511,*****,Account Representative Kantor Pelayanan Pajak Pratama Garut,Account Representative Kantor Pelayanan Pajak Pratama Klaten
1512,*****,Account Representative Kantor Pelayanan Pajak Pratama Semarang Tengah,Account Representative Kantor Pelayanan Pajak Pratama Klaten
1513,*****,Account Representative Kantor Pelayanan Pajak Pratama Bontang,Account Representative Kantor Pelayanan Pajak Pratama Klaten
1514,*****,Pelaksana Kantor Pelayanan Pajak Madya Dua Semarang,Account Representative Kantor Pelayanan Pajak Pratama Klaten
1515,*****,Account Representative Kantor Pelayanan Pajak Pratama Semarang Selatan,Account Representative Kantor Pelayanan Pajak Pratama Surakarta
1516,*****,Account Representative Kantor Pelayanan Pajak Pratama Palembang Ilir Timur,Account Representative Kantor Pelayanan Pajak Pratama Surakarta
1517,*****,Pelaksana Direktorat Pemeriksaan dan Penagihan,Account Representative Kantor Pelayanan Pajak Pratama Surakarta
1518,*****,Account Representative Kantor Pelayanan Pajak Pratama Ambon,Account Representative Kantor Pelayanan Pajak Pratama Surakarta
1519,*****,Account Representative Kantor Pelayanan Pajak Pratama Ambon,Account Representative Kantor Pelayanan Pajak Pratama Surakarta
1520,*****,Account Representative Kantor Pelayanan Pajak Pratama Kudus,Account Representative Kantor Pelayanan Pajak Pratama Boyolali
1521,*****,Account Representative Kantor Pelayanan Pajak Pratama Demak,Account Representative Kantor Pelayanan Pajak Pratama Boyolali
1522,*****,Account Representative Kantor Pelayanan Pajak Pratama Batang,Account Representative Kantor Pelayanan Pajak Pratama Boyolali
1523,*****,Account Representative Kantor Pelayanan Pajak Pratama Palembang Ilir Barat,Account Representative Kantor Pelayanan Pajak Pratama Boyolali
1524,*****,Account Representative Kantor Pelayanan Pajak Pratama Pekanbaru Senapelan,Account Representative Kantor Pelayanan Pajak Pratama Boyolali
1525,*****,Account Representative Kantor Pelayanan Pajak Pratama Bengkalis,Account Representative Kantor Pelayanan Pajak Pratama Karanganyar
1526,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Surabaya,Account Representative Kantor Pelayanan Pajak Pratama Karanganyar
1527,*****,Account Representative Kantor Pelayanan Pajak Madya Surabaya,Account Representative Kantor Pelayanan Pajak Pratama Karanganyar
1528,*****,Account Representative Kantor Pelayanan Pajak Pratama Jayapura,Account Representative Kantor Pelayanan Pajak Pratama Karanganyar
1529,*****,Account Representative Kantor Pelayanan Pajak Pratama Jayapura,Account Representative Kantor Pelayanan Pajak Pratama Karanganyar
1530,*****,Account Representative Kantor Pelayanan Pajak Pratama Pekalongan,Account Representative Kantor Pelayanan Pajak Pratama Purbalingga
1531,*****,Account Representative Kantor Pelayanan Pajak Pratama Tegal,Account Representative Kantor Pelayanan Pajak Pratama Purbalingga
1532,*****,Account Representative Kantor Pelayanan Pajak Pratama Jayapura,Account Representative Kantor Pelayanan Pajak Pratama Purbalingga
1533,*****,Account Representative Kantor Pelayanan Pajak Pratama Balikpapan Timur,Account Representative Kantor Pelayanan Pajak Pratama Sukoharjo
1534,*****,Account Representative Kantor Pelayanan Pajak Pratama Semarang Selatan,Account Representative Kantor Pelayanan Pajak Pratama Sukoharjo
1535,*****,Account Representative Kantor Pelayanan Pajak Pratama Bojonegoro,Account Representative Kantor Pelayanan Pajak Pratama Sukoharjo
1536,*****,Account Representative Kantor Pelayanan Pajak Madya Gresik,Account Representative Kantor Pelayanan Pajak Pratama Sukoharjo
1537,*****,Account Representative Kantor Pelayanan Pajak Pratama Gresik,Account Representative Kantor Pelayanan Pajak Pratama Sukoharjo
1538,*****,Account Representative Kantor Pelayanan Pajak Pratama Balikpapan Timur,Account Representative Kantor Pelayanan Pajak Pratama Sukoharjo
1539,*****,Account Representative Kantor Pelayanan Pajak Pratama Semarang Barat,Account Representative Kantor Pelayanan Pajak Pratama Temanggung
1540,*****,Account Representative Kantor Pelayanan Pajak Pratama Semarang Candisari,Account Representative Kantor Pelayanan Pajak Pratama Temanggung
1541,*****,Account Representative Kantor Pelayanan Pajak Pratama Bekasi Barat,Account Representative Kantor Pelayanan Pajak Pratama Temanggung
1542,*****,Penelaah Keberatan Kantor Wilayah DJP Jawa Tengah I,Account Representative Kantor Pelayanan Pajak Pratama Yogyakarta
1543,*****,Account Representative Kantor Pelayanan Pajak Pratama Pasuruan,Account Representative Kantor Pelayanan Pajak Pratama Yogyakarta
1544,*****,Account Representative Kantor Pelayanan Pajak Pratama Gresik,Account Representative Kantor Pelayanan Pajak Pratama Yogyakarta
1545,*****,Account Representative Kantor Pelayanan Pajak Madya Bandung,Account Representative Kantor Pelayanan Pajak Pratama Yogyakarta
1546,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Cakung,Account Representative Kantor Pelayanan Pajak Pratama Bantul
1547,*****,Account Representative Kantor Pelayanan Pajak Pratama Salatiga,Account Representative Kantor Pelayanan Pajak Pratama Bantul
1548,*****,Account Representative Kantor Pelayanan Pajak Pratama Semarang Tengah,Account Representative Kantor Pelayanan Pajak Pratama Bantul
1549,*****,Account Representative Kantor Pelayanan Pajak Pratama Kebumen,Account Representative Kantor Pelayanan Pajak Pratama Bantul
1550,*****,Account Representative Kantor Pelayanan Pajak Madya Sidoarjo,Account Representative Kantor Pelayanan Pajak Pratama Bantul
1551,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kemayoran,Account Representative Kantor Pelayanan Pajak Pratama Bantul
1552,*****,Account Representative Kantor Pelayanan Pajak Pratama Rengat,Account Representative Kantor Pelayanan Pajak Pratama Bantul
1553,*****,Penelaah Keberatan Kantor Wilayah DJP Daerah Istimewa Yogyakarta,Account Representative Kantor Pelayanan Pajak Pratama Sleman
1554,*****,Account Representative Kantor Pelayanan Pajak Pratama Kuningan,Account Representative Kantor Pelayanan Pajak Pratama Sleman
1555,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kalideres,Account Representative Kantor Pelayanan Pajak Pratama Sleman
1556,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Tiga,Account Representative Kantor Pelayanan Pajak Pratama Sleman
1557,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Pusat,Account Representative Kantor Pelayanan Pajak Pratama Wates
1558,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Gambir Tiga,Account Representative Kantor Pelayanan Pajak Pratama Wates
1559,*****,Account Representative Kantor Pelayanan Pajak Pratama Sukoharjo,Account Representative Kantor Pelayanan Pajak Pratama Wates
1560,*****,Account Representative Kantor Pelayanan Pajak Madya Surakarta,Account Representative Kantor Pelayanan Pajak Pratama Wates
1561,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Semarang,Account Representative Kantor Pelayanan Pajak Pratama Wates
1562,*****,Account Representative Kantor Pelayanan Pajak Pratama Kuningan,Account Representative Kantor Pelayanan Pajak Pratama Wates
1563,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Tangerang,Account Representative Kantor Pelayanan Pajak Pratama Wonosari
1564,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Duren Sawit,Account Representative Kantor Pelayanan Pajak Pratama Wonosari
1565,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Barat,Account Representative Kantor Pelayanan Pajak Pratama Wonosari
1566,*****,Account Representative Kantor Pelayanan Pajak Pratama Jayapura,Account Representative Kantor Pelayanan Pajak Pratama Wonosari
1567,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Timur,Account Representative Kantor Pelayanan Pajak Madya Surabaya
1568,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Selatan II,Account Representative Kantor Pelayanan Pajak Madya Surabaya
1569,*****,Account Representative Kantor Pelayanan Pajak Madya Bekasi,Account Representative Kantor Pelayanan Pajak Madya Surabaya
1570,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Utara,Account Representative Kantor Pelayanan Pajak Madya Surabaya
1571,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Utara,Account Representative Kantor Pelayanan Pajak Madya Surabaya
1572,*****,Account Representative Kantor Pelayanan Pajak Madya Jakarta Utara,Account Representative Kantor Pelayanan Pajak Madya Surabaya
1573,*****,Account Representative Kantor Pelayanan Pajak Madya Bandung,Account Representative Kantor Pelayanan Pajak Madya Surabaya
1574,*****,Account Representative Kantor Pelayanan Pajak Pratama Purwakarta,Account Representative Kantor Pelayanan Pajak Madya Surabaya
1575,*****,Account Representative Kantor Pelayanan Pajak Pratama Mataram Timur,Account Representative Kantor Pelayanan Pajak Madya Surabaya
1576,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Utara,Account Representative Kantor Pelayanan Pajak Madya Dua Surabaya
1577,*****,Account Representative Kantor Pelayanan Pajak Madya Bogor,Account Representative Kantor Pelayanan Pajak Madya Dua Surabaya
1578,*****,Account Representative Kantor Pelayanan Pajak Madya Surakarta,Account Representative Kantor Pelayanan Pajak Madya Dua Surabaya
1579,*****,Penelaah Keberatan Kantor Wilayah DJP Jawa Timur II,Account Representative Kantor Pelayanan Pajak Madya Dua Surabaya
1580,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Jakarta Pusat,Account Representative Kantor Pelayanan Pajak Madya Dua Surabaya
1581,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Tanah Abang Dua,Account Representative Kantor Pelayanan Pajak Madya Dua Surabaya
1582,*****,Account Representative Kantor Pelayanan Pajak Pratama Sidoarjo Utara,Account Representative Kantor Pelayanan Pajak Madya Dua Surabaya
1583,*****,Account Representative Kantor Pelayanan Pajak Pratama Tangerang Barat,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Sukomanunggal
1584,*****,Account Representative Kantor Pelayanan Pajak Madya Surakarta,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Sukomanunggal
1585,*****,Account Representative Kantor Pelayanan Pajak Pratama Bogor,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Sukomanunggal
1586,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kebayoran Lama,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Sukomanunggal
1587,*****,Pelaksana Bagian Keuangan,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Sukomanunggal
1588,*****,Pelaksana Direktorat Peraturan Perpajakan I,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Sukomanunggal
1589,*****,"Pelaksana Direktorat Potensi, Kepatuhan, dan Penerimaan",Account Representative Kantor Pelayanan Pajak Pratama Surabaya Sukomanunggal
1590,*****,Account Representative Kantor Pelayanan Pajak Pratama Badung Utara,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Krembangan
1591,*****,Account Representative Kantor Pelayanan Pajak Pratama Pandeglang,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Krembangan
1592,*****,Account Representative Kantor Pelayanan Pajak Pratama Palangkaraya,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Krembangan
1593,*****,Account Representative Kantor Pelayanan Pajak Pratama Subang,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Krembangan
1594,*****,Account Representative Kantor Pelayanan Pajak Pratama Banjarbaru,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Krembangan
1595,*****,Account Representative Kantor Pelayanan Pajak Pratama Singaraja,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Krembangan
1596,*****,Account Representative Kantor Pelayanan Pajak Pratama Tegal,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Pabean Cantikan
1597,*****,Account Representative Kantor Pelayanan Pajak Pratama Cianjur,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Pabean Cantikan
1598,*****,Account Representative Kantor Pelayanan Pajak Pratama Mataram Timur,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Pabean Cantikan
1599,*****,Account Representative Kantor Pelayanan Pajak Pratama Mataram Timur,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Pabean Cantikan
1600,*****,Account Representative Kantor Pelayanan Pajak Pratama Surakarta,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Gubeng
1601,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Pasar Minggu,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Gubeng
1602,*****,Account Representative Kantor Pelayanan Pajak Madya Dua Semarang,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Gubeng
1603,*****,Account Representative Kantor Pelayanan Pajak Pratama Semarang Candisari,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Gubeng
1604,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Kemayoran,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Gubeng
1605,*****,Account Representative Kantor Pelayanan Pajak Pratama Bandung Tegallega,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari
1606,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Pasar Rebo,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari
1607,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Setiabudi Satu,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari
1608,*****,Account Representative Kantor Pelayanan Pajak Pratama Jakarta Menteng Satu,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari
1609,*****,Account Representative Kantor Pelayanan Pajak Pratama Cianjur,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari
1610,*****,Pelaksana Direktorat Intelijen Perpajakan,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari
1611,*****,Account Representative Kantor Pelayanan Pajak Pratama Tasikmalaya,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari
1612,*****,Account Representative Kantor Pelayanan Pajak Pratama Mataram Timur,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari
1613,*****,Account Representative Kantor Pelayanan Pajak Pratama Tasikmalaya,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari
1614,*****,Account Representative Kantor Pelayanan Pajak Pratama Mataram Timur,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari
1615,*****,Pelaksana Direktorat Intelijen Perpajakan,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Tegalsari
1616,*****,Account Representative Kantor Pelayanan Pajak Pratama Tigaraksa,Account Representative Kantor Pelayanan Pajak Pratama Surabaya Sawahan
